ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
15363,BME,9999,18,IND,12-Jan,Craig Meyer,TBA,TBA,Dissertation,,Open,0,30,0
15364,BME,9999,19,IND,12-Jan,John Mugler,TBA,TBA,Dissertation,,Open,0,30,0
15365,BME,9999,20,IND,12-Jan,Jason Papin,TBA,TBA,Dissertation,,Open,0,30,0
15366,BME,9999,21,IND,12-Jan,Shayn Peirce-Cottler,TBA,TBA,Dissertation,,Open,0,30,0
15367,BME,9999,22,IND,12-Jan,Richard Price,TBA,TBA,Dissertation,,Open,0,30,0
16265,BME,9999,23,IND,12-Jan,Philip Bourne,TBA,TBA,Dissertation,,Open,0,30,0
15368,BME,9999,24,IND,12-Jan,Jeffrey Saucerman,TBA,TBA,Dissertation,,Open,0,30,0
15837,BME,9999,25,IND,12-Jan,Thomas Loughran,TBA,TBA,Dissertation,,Open,0,5,0
15935,BME,9999,26,IND,12-Jan,Tom Barker,TBA,TBA,Dissertation,,Open,0,30,0
15631,BME,9999,27,IND,12-Jan,Michael Salerno,TBA,TBA,Dissertation,,Open,1,30,0
15369,BME,9999,28,IND,12-Jan,Mark Williams,TBA,TBA,Dissertation,,Open,0,30,0
15545,BME,9999,29,IND,12-Jan,Silvia Blemker,TBA,TBA,Dissertation,,Open,1,30,0
15752,BME,9999,30,IND,12-Jan,Peter Kasson,TBA,TBA,Dissertation,,Open,0,30,0
15756,BME,9999,31,IND,12-Jan,Song Hu,TBA,TBA,Dissertation,,Open,0,30,0
16303,BME,9999,32,IND,12-Jan,Steven Caliari,TBA,TBA,Dissertation,,Open,0,30,0
18462,BUS,5010,701,Lecture,3,James Lantzy,Mo 1:00am - 1:01am,Web-Based Course-No class mtgs,Cyber Security Management,,Open,1,24,0
18468,BUS,5020,701,Lecture,3,Angela Orebaugh,Mo 1:04am - 1:05am,Web-Based Course-No class mtgs,Security Policy Development and Assessment,,Open,0,24,0
18463,BUS,6000,701,Lecture,3,Michael Wojcik,Mo 1:02am - 1:03am,Web-Based Course-No class mtgs,Applied Wireless Network Security,,Open,0,24,0
11492,CASS,1011,1,Discussion,1,Michael Rasbury,We 2:00pm - 2:50pm,Drama Education Bldg 217,College Arts Scholars Discussion,,Open,3,15,0
15899,CE,2020,1,Lecture,1,Lindsay Burden,TBA,Desktop-Asynchronous,Engineering Economic Analysis,,Open,6,60,0
15045,CE,2100,1,Lecture,3,Teresa Culver,TuTh 11:00am - 12:15pm,Olsson Hall 005,Introduction to Environmental Engineering,,Open,6,75,0
15185,CE,2110,1,Laboratory,1,Teresa Culver,Mo 10:00am - 11:50am,Thornton Hall D008,Environmental Engineering Laboratory,,Open,1,20,0
15186,CE,2110,2,Laboratory,1,Teresa Culver,Mo 12:00pm - 1:50pm,Thornton Hall D008,Environmental Engineering Laboratory,,Open,0,20,0
15676,CE,2310,1,Lecture,3,Marek-Jerzy Pindera,TuTh 9:30am - 10:45am,Olsson Hall 009,Strength of Materials,,Open,1,76,0
16002,CE,2310,2,Lecture,3,Jason Kerrigan,TuTh 11:00am - 12:15pm,Mechanical Engr Bldg 205,Strength of Materials,,Open,0,150,0
15898,CE,3050,1,Lecture,3,Andres Clarens,MoWe 2:00pm - 3:15pm,Olsson Hall 011,Introduction to Green Engineering,,Open,7,75,0
18669,CE,3120,1,Lecture,3,Lindsay Burden,MoWeFr 12:00pm - 12:50pm,Thornton Hall D223,Solid Waste Management,,Open,9,48,0
15484,CE,3220,1,Lecture,3,Jonathan Goodall,TuTh 12:30pm - 1:45pm,Thornton Hall D223,Water Resources Engineering,,Open,11,40,0
18670,CE,3222,1,WKS,1,Jonathan Goodall,Tu 2:00pm - 3:20pm,Mechanical Engr Bldg 215,Water Resources Engineering Workshop,,Open,5,32,0
16029,CE,3330,1,Lecture,4,Devin Harris,TuTh 3:30pm - 4:45pm,Olsson Hall 018,Introduction to Design of Structural Systems,,Open,9,30,0
15046,CE,3400,1,Lecture,3,Tong Chen,MoWe 9:30am - 10:45am,Mechanical Engr Bldg 215,Transportation Infrastructure Design,,Open,5,32,0
15595,CE,3402,1,Laboratory,1,Tong Chen,Th 2:00pm - 3:25pm,Mechanical Engr Bldg 213,Transportation Infrastructure Design Workshop,,Open,1,24,0
18671,CE,4040,1,Lecture,3,Leidy Klotz,TuTh 9:30am - 10:45am,New Cabell Hall 323,Sustainability and Systems in the Built Environment,,Open,19,45,0
16134,CE,4160,1,Lecture,3,Lisa Peterson,MoWeFr 1:00pm - 1:50pm,Olsson Hall 018,Environmental Microbiology and Biological Waste Treatment,,Open,3,48,0
15555,CE,4991,1,Lecture,4,Lindsay Burden,TuTh 2:00pm - 3:15pm,Olsson Hall 009,Civil Engineering Design and Practice,,Open,26,70,0
16351,CE,4995,1,IND,4-Jan,James Smith,TBA,TBA,Civil Engineering Research,,Open,0,30,0
16093,CE,4995,2,IND,4-Jan,Leidy Klotz,TBA,TBA,Civil Engineering Research,,Open,0,10,0
15596,CE,4995,3,IND,4-Jan,Jonathan Goodall,TBA,TBA,Civil Engineering Research,,Open,0,10,0
16386,CE,4995,4,IND,4-Jan,Craig Benson,TBA,TBA,Civil Engineering Research,,Open,0,1,0
15498,CE,4995,5,IND,4-Jan,Brian Smith,TBA,TBA,Civil Engineering Research,,Open,0,10,0
16421,CE,4995,6,IND,4-Jan,Garrick Louis,TBA,TBA,Civil Engineering Research,,Open,0,10,0
15650,CE,4995,7,IND,4-Jan,B. Brian Park,TBA,TBA,Civil Engineering Research,,Open,0,10,0
15781,CE,5240,1,Lecture,3,James Smith,MoWe 3:30pm - 4:45pm,Olsson Hall 018,Ground-Water Hydrology and Contaminant Transport,,Open,4,40,0
18672,CE,5300,1,Lecture,3,Jose Gomez,MoWe 2:00pm - 3:15pm,Mechanical Engineering 305,Advanced Design of Metal Structures,,Open,4,20,0
18673,CE,5300,600,Lecture,3,Jose Gomez,TBA,Desktop-Asynchronous,Advanced Design of Metal Structures,,Open,5,15,0
18674,CE,5310,1,Lecture,3,Jose Gomez,MoWeFr 11:00am - 11:50am,Thornton Hall D222,Prestressed Concrete Design,,Open,3,24,0
18675,CE,5310,600,Lecture,3,Jose Gomez,TBA,Desktop-Asynchronous,Prestressed Concrete Design,,Open,3,15,0
16031,CE,5410,1,Lecture,3,John Miller,TuTh 9:30am - 10:45am,Thornton Hall E304,Introduction to Transportation Planning,,Open,5,15,0
18676,CE,5410,600,Lecture,3,John Miller,TBA,Desktop-Asynchronous,Introduction to Transportation Planning,,Open,2,8,0
16135,CE,5500,1,Lecture,3,Arsalan Heydarian,We 2:00pm - 4:30pm,Olsson Hall 104,Special Topics in Civil Engineering,Human Considerations In Smart Infrastructure,Closed,5,10,0
18677,CE,5500,3,Lecture,3,Staff,TuTh 5:00pm - 6:15pm,Thornton Hall D222,Special Topics in Civil Engineering,Construction Estimating,Open,9,30,0
18678,CE,5500,4,Lecture,3,Lawrence Band,TuTh 11:00am - 12:15pm,Contact Department,Special Topics in Civil Engineering,Forest and Green Infrastructure Hydrology,Open,4,20,0
18790,CE,5500,5,Lecture,1,Lawrence Band,Tu 2:00pm - 4:00pm,Contact Department,Special Topics in Civil Engineering,,Open,0,20,0
18679,CE,6000,1,Lecture,3,Venkataraman Lakshmi,Th 2:00pm - 4:45pm,Olsson Hall 105,Forefronts of Civil Engineering,,Open,3,20,0
16139,CE,6260,1,Lecture,3,Lisa Peterson,MoWeFr 1:00pm - 1:50pm,Olsson Hall 018,Environmental Microbiology and Biological Waste Treatment,,Open,2,48,0
18680,CE,6260,600,Lecture,3,Lisa Peterson,TBA,Desktop-Asynchronous,Environmental Microbiology and Biological Waste Treatment,,Open,0,8,0
18880,CE,6370,1,Lecture,3,Osman Ozbulut,TuTh 8:00am - 9:15am,Thornton Hall D115,Dynamics of Structures,,Open,1,15,0
19881,CE,6450,1,Lecture,3,Mike Fontaine,TuTh 3:30pm - 4:45pm,Thornton Hall D222,Transportation Safety Engineering,,Open,7,20,0
19882,CE,6450,600,Lecture,3,Mike Fontaine,TBA,Desktop-Asynchronous,Transportation Safety Engineering,,Open,0,8,0
15767,CE,6750,1,Lecture,3,Marek-Jerzy Pindera,TuTh 11:00am - 12:15pm,Materials Science Bldg 171,Mechanics of Composite Materials,,Open,1,12,0
16348,CE,6995,1,IND,12-Jan,Jose Gomez,TBA,TBA,Supervised Project Research,,Open,0,30,0
16406,CE,6995,2,IND,12-Jan,John Miller,TBA,TBA,Supervised Project Research,,Open,0,30,0
15047,CE,7001,1,Lecture,0,Lisa Peterson,Fr 2:00pm - 3:15pm,Contact Department,Graduate Seminar,,Open,3,48,0
15900,CE,7993,1,IND,12-Jan,Leidy Klotz,TBA,TBA,Independent Research in CE,,Open,0,30,0
15048,CE,8001,1,IND,12-Jan,Lawrence Band,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15477,CE,8001,2,IND,12-Jan,Leidy Klotz,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15478,CE,8001,3,IND,12-Jan,James Smith,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15479,CE,8001,4,IND,12-Jan,Tong Chen,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15480,CE,8001,5,IND,12-Jan,Steven Chase,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15481,CE,8001,6,IND,12-Jan,Andres Clarens,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15482,CE,8001,7,IND,12-Jan,Mike Fontaine,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15499,CE,8001,8,IND,12-Jan,Arsalan Heydarian,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15500,CE,8001,10,IND,12-Jan,Teresa Culver,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15512,CE,8001,11,IND,12-Jan,Lisa Peterson,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15513,CE,8001,12,IND,12-Jan,Jose Gomez,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15514,CE,8001,13,IND,12-Jan,B. Brian Park,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15515,CE,8001,14,IND,12-Jan,Brian Smith,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15543,CE,8001,15,IND,12-Jan,Lindsay Burden,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15549,CE,8001,16,IND,12-Jan,Osman Ozbulut,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15550,CE,8001,17,IND,12-Jan,Devin Harris,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15597,CE,8001,18,IND,12-Jan,Jonathan Goodall,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15598,CE,8001,19,IND,12-Jan,John Miller,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15615,CE,8001,20,IND,12-Jan,Marek-Jerzy Pindera,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
16106,CE,8001,21,IND,12-Jan,Benjamin Bowers,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15370,CE,8999,1,IND,12-Jan,Lawrence Band,TBA,TBA,Thesis,,Open,0,30,0
15371,CE,8999,2,IND,12-Jan,Arsalan Heydarian,TBA,TBA,Thesis,,Open,0,30,0
15372,CE,8999,3,IND,12-Jan,Steven Chase,TBA,TBA,Thesis,,Open,0,30,0
15373,CE,8999,4,IND,12-Jan,Andres Clarens,TBA,TBA,Thesis,,Open,0,30,0
15374,CE,8999,5,IND,12-Jan,Lisa Peterson,TBA,TBA,Thesis,,Open,0,30,0
15375,CE,8999,6,IND,12-Jan,Teresa Culver,TBA,TBA,Thesis,,Open,0,30,0
15376,CE,8999,7,IND,12-Jan,Tong Chen,TBA,TBA,Thesis,,Open,0,30,0
15377,CE,8999,8,IND,12-Jan,Jonathan Goodall,TBA,TBA,Thesis,,Open,0,30,0
15932,CE,8999,9,IND,12-Jan,Craig Benson,TBA,TBA,Thesis,,Open,0,30,0
15378,CE,8999,10,IND,12-Jan,Mike Fontaine,TBA,TBA,Thesis,,Open,0,30,0
15901,CE,8999,11,IND,12-Jan,Leidy Klotz,TBA,TBA,Thesis,,Open,0,30,0
15379,CE,8999,12,IND,12-Jan,Jose Gomez,TBA,TBA,Thesis,,Open,0,30,0
15385,CE,8999,13,IND,12-Jan,James Smith,TBA,TBA,Thesis,,Open,0,30,0
15635,CE,8999,14,IND,12-Jan,Lindsay Burden,TBA,TBA,Thesis,,Open,0,5,0
15380,CE,8999,16,IND,12-Jan,Richard Miksad,TBA,TBA,Thesis,,Open,0,30,0
15381,CE,8999,17,IND,12-Jan,John Miller,TBA,TBA,Thesis,,Open,0,30,0
15382,CE,8999,19,IND,12-Jan,B. Brian Park,TBA,TBA,Thesis,,Open,0,30,0
15383,CE,8999,20,IND,12-Jan,Marek-Jerzy Pindera,TBA,TBA,Thesis,,Open,0,30,0
15384,CE,8999,21,IND,12-Jan,Brian Smith,TBA,TBA,Thesis,,Open,0,30,0
15551,CE,8999,22,IND,12-Jan,Osman Ozbulut,TBA,TBA,Thesis,,Open,0,30,0
15552,CE,8999,23,IND,12-Jan,Devin Harris,TBA,TBA,Thesis,,Open,0,30,0
16042,CE,9999,1,IND,12-Jan,Arsalan Heydarian,TBA,TBA,Dissertation,,Open,1,30,0
16082,CE,9999,2,IND,12-Jan,Craig Benson,TBA,TBA,Dissertation,,Open,0,30,0
15386,CE,9999,3,IND,12-Jan,Leidy Klotz,TBA,TBA,Dissertation,,Open,0,30,0
15599,CE,9999,4,IND,12-Jan,Mike Fontaine,TBA,TBA,Dissertation,,Open,0,30,0
15600,CE,9999,5,IND,12-Jan,John Miller,TBA,TBA,Dissertation,,Open,0,30,0
16327,CE,9999,6,IND,12-Jan,Venkataraman Lakshmi,TBA,TBA,Dissertation,,Open,0,30,0
15387,CE,9999,7,IND,12-Jan,Steven Chase,TBA,TBA,Dissertation,,Open,0,30,0
15388,CE,9999,8,IND,12-Jan,Andres Clarens,TBA,TBA,Dissertation,,Open,0,30,0
15389,CE,9999,9,IND,12-Jan,Lisa Peterson,TBA,TBA,Dissertation,,Open,0,30,0
15390,CE,9999,10,IND,12-Jan,Teresa Culver,TBA,TBA,Dissertation,,Open,0,30,0
15391,CE,9999,11,IND,12-Jan,Tong Chen,TBA,TBA,Dissertation,,Open,0,30,0
15392,CE,9999,12,IND,12-Jan,Jonathan Goodall,TBA,TBA,Dissertation,,Open,1,30,0
15393,CE,9999,13,IND,12-Jan,Lawrence Band,TBA,TBA,Dissertation,,Open,0,30,0
15394,CE,9999,17,IND,12-Jan,Wu-Seng Lung,TBA,TBA,Dissertation,,Open,0,30,0
15395,CE,9999,18,IND,12-Jan,Richard Miksad,TBA,TBA,Dissertation,,Open,0,30,0
15396,CE,9999,19,IND,12-Jan,B. Brian Park,TBA,TBA,Dissertation,,Open,0,30,0
15397,CE,9999,20,IND,12-Jan,Marek-Jerzy Pindera,TBA,TBA,Dissertation,,Open,0,30,0
15398,CE,9999,22,IND,12-Jan,James Smith,TBA,TBA,Dissertation,,Open,0,30,0
15399,CE,9999,23,IND,12-Jan,Brian Smith,TBA,TBA,Dissertation,,Open,0,30,0
15505,CE,9999,24,IND,12-Jan,Lindsay Burden,TBA,TBA,Dissertation,,Open,0,5,0
15553,CE,9999,25,IND,12-Jan,Osman Ozbulut,TBA,TBA,Dissertation,,Open,0,30,0
15554,CE,9999,26,IND,12-Jan,Devin Harris,TBA,TBA,Dissertation,,Open,0,30,0
15754,CE,9999,27,IND,12-Jan,Garrick Louis,TBA,TBA,Dissertation,,Open,0,1,0
17480,CELL,5950,1,IND,12-Jan,Bettina Winckler,Th 1:00pm - 2:00pm,TBA,Journal Survey in Cell & Developmental Biology,,Open,0,25,0
17481,CELL,8301,1,Lecture,2,Xiaowei Lu,TuTh 10:30am - 12:00pm,TBA,Advanced Topics in Cell Biology,,Open,1,20,0
17482,CELL,9999,1,IND,12-Jan,Noelle Dwyer,TBA,TBA,Non-Topical Research,,Open,0,30,0
17642,CELL,9999,2,IND,12-Jan,Gordon Laurie,TBA,TBA,Non-Topical Research,,Open,0,30,0
17643,CELL,9999,3,IND,12-Jan,Brant Isakson,TBA,TBA,Non-Topical Research,,Open,0,30,0
17483,CELL,9999,4,IND,12-Jan,Lukas Tamm,TBA,TBA,Non-Topical Research,,Open,0,30,0
17484,CELL,9999,5,IND,12-Jan,Bernard Thisse,TBA,TBA,Non-Topical Research,,Open,0,30,0
17485,CELL,9999,7,IND,12-Jan,Bettina Winckler,TBA,TBA,Non-Topical Research,,Open,0,30,0
17486,CELL,9999,9,IND,12-Jan,Adrian Halme,TBA,TBA,Non-Topical Research,,Open,0,30,0
17487,CELL,9999,10,IND,12-Jan,Huiwang Ai,TBA,TBA,Non-Topical Research,,Open,0,30,0
15080,CHE,2202,1,Lecture,3,Joshua Choi,MoWeFr 10:00am - 10:50am,Mechanical Engr Bldg 339,Thermodynamics,,Open,0,70,0
15081,CHE,2216,1,Lecture,4,Gaurav Giri,MoWe 8:30am - 9:45am,Chemical Engineering Bldg 005,Modeling and Simulation in Chemical Engineering,,Open,0,70,0
15082,CHE,3318,1,Lecture,3,Robert Davis,TuTh 9:30am - 10:45am,Chemical Engineering Bldg 005,Chemical Reaction Engineering,,Open,12,70,0
15083,CHE,3322,1,Lecture,4,Giorgio Carta,MoWeFr 11:00am - 11:50am,Chemical Engineering Bldg 005,Transport Processes II: Heat and Mass Transfer,,Open,11,70,0
15590,CHE,3347,1,Lecture,3,George Prpich,TuTh 3:30pm - 4:45pm,Wilsdorf Hall 101,Biochemical Engineering,,Open,11,40,0
15559,CHE,3398,100,Lecture,3,George Prpich,Mo 10:00am - 10:50am,Chemical Engineering Bldg 005,Chemical Engineering Laboratory I,,Open,11,60,0
15182,CHE,3398,101,Laboratory,0,"Eric Anderson, George Prpich",Mo 2:00pm - 6:00pm,Wilsdorf Hall 301,Chemical Engineering Laboratory I,,Open,11,30,0
15183,CHE,3398,102,Laboratory,0,"Eric Anderson, George Prpich",We 2:00pm - 6:00pm,Wilsdorf Hall 301,Chemical Engineering Laboratory I,,Open,0,30,0
13209,CHE,4417,1,Lecture,3,Steven Caliari,MoWe 2:00pm - 3:15pm,Chemical Engineering Bldg 005,Tissue Engineering,,Open,2,70,0
16151,CHE,4442,1,Lecture,3,David Green,TuTh 2:00pm - 3:15pm,Olsson Hall 018,Applied Surface Chemistry,,Open,5,35,0
15902,CHE,4450,1,Lecture,3,William Epling,TuTh 8:00am - 9:15am,Wilsdorf Hall 101,Energy Science and Technologies,,Open,5,40,0
18184,CHE,4456,1,Lecture,3,Michael King,MoWe 2:00pm - 3:15pm,Wilsdorf Hall 101,Bioproduct and Bioprocess Engineering,,Open,13,40,0
15084,CHE,4476,1,Lecture,3,Eric Anderson,TuTh 12:30pm - 1:45pm,Chemical Engineering Bldg 005,Chemical Engineering Design,,Open,39,70,0
16149,CHE,4561,1,Lecture,3,Roseanne Ford,MoWe 12:30pm - 1:45pm,Wilsdorf Hall 101,Special Topics in Chemical Engineering,Environmental Transport Processes,Open,4,36,0
18181,CHE,4561,2,Lecture,3,Chris Paolucci,MoWe 8:30am - 9:45am,Mechanical Engr Bldg 214,Special Topics in Chemical Engineering,Data Science in Chemical Engineering,Open,9,30,0
19929,CHE,4561,3,Lecture,3,Ronald Unnerstall,TuTh 3:30pm - 4:45pm,Chemical Engineering Bldg 005,Special Topics in Chemical Engineering,Fundamentals of Chemical Process Safety for ChE's,Open,6,70,0
15691,CHE,4995,1,IND,3-Jan,Roseanne Ford,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
20048,CHE,4995,2,IND,3-Jan,Chris Paolucci,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15450,CHE,4995,3,IND,3-Jan,Robert Davis,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15626,CHE,4995,4,IND,3-Jan,Gary Koenig,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
20103,CHE,4995,5,IND,3-Jan,Steven Caliari,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15451,CHE,4995,6,IND,3-Jan,David Green,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15452,CHE,4995,7,IND,3-Jan,Joshua Choi,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
16145,CHE,4995,8,IND,3-Jan,Rachel Letteri,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15453,CHE,4995,9,IND,3-Jan,Kyle Lampe,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15593,CHE,4995,10,IND,3-Jan,Gary Koenig,TBA,TBA,Chemical Engineering Research,Chem-E-Car,Open,0,30,0
15763,CHE,4995,11,IND,3-Jan,Gaurav Giri,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
16052,CHE,4995,12,IND,3-Jan,George Prpich,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
15881,CHE,4995,13,IND,3-Jan,Matthew Lazzara,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
16027,CHE,4995,14,IND,3-Jan,Bryan Berger,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
16297,CHE,4995,16,IND,3-Jan,Donald Griffin,TBA,TBA,Chemical Engineering Research,,Open,0,30,0
18185,CHE,5456,1,Lecture,3,Michael King,MoWe 2:00pm - 3:15pm,Wilsdorf Hall 101,Bioproduct & Bioprocess Eng,,Open,1,40,0
16150,CHE,5561,1,Lecture,3,Roseanne Ford,MoWe 12:30pm - 1:45pm,Wilsdorf Hall 101,Special Topics in Chemical Engineering,Environmental Transport Processes,Open,0,36,0
16155,CHE,5561,2,Lecture,3,Chris Paolucci,MoWe 8:30am - 9:45am,Mechanical Engr Bldg 214,Special Topics in Chemical Engineering,Data Science in Chemical Engineering,Open,3,30,0
16212,CHE,5562,1,Lecture,3,Steven Caliari,MoWe 2:00pm - 3:15pm,Chemical Engineering Bldg 005,Special Topics in Chemical Engineering,Tissue Engineering,Open,0,70,0
16152,CHE,6442,1,Lecture,3,David Green,TuTh 2:00pm - 3:15pm,Olsson Hall 018,Applied Surface Chemistry,,Open,0,35,0
18182,CHE,6442,600,Lecture,3,David Green,TBA,Desktop-Asynchronous,Applied Surface Chemistry,,Open,1,10,0
15591,CHE,6447,1,Lecture,3,George Prpich,TuTh 3:30pm - 4:45pm,Wilsdorf Hall 101,Biochemical Engineering,,Open,0,40,0
15903,CHE,6450,1,Lecture,3,William Epling,TuTh 8:00am - 9:15am,Wilsdorf Hall 101,Energy Science and Technologies,,Open,0,40,0
15592,CHE,6476,1,Lecture,4,Eric Anderson,TuTh 12:30pm - 1:45pm,Chemical Engineering Bldg 005,Process Design and Economics,,Open,0,70,0
18280,CHE,6561,1,Lecture,3,Rachel Letteri,TuTh 2:00pm - 3:15pm,Wilsdorf Hall 101,Special Topics in Chemical Engineering,Chemistry for Engineering Soft Functional Matls,Open,1,30,0
15085,CHE,6618,1,Lecture,3,Bryan Berger,MoWe 3:30pm - 4:45pm,Mechanical Engr Bldg 215,Chemical Reaction Engineering,,Open,2,32,0
15086,CHE,6630,1,Lecture,3,Geoffrey Geise,TuTh 9:30am - 10:45am,Wilsdorf Hall 101,Mass Transfer,,Open,1,40,0
18183,CHE,6630,600,Lecture,3,Geoffrey Geise,TBA,Desktop-Asynchronous,Mass Transfer,,Open,0,10,0
15087,CHE,7796,1,SEM,1,"Chris Paolucci, Rachel Letteri",TuTh 11:00am - 12:15pm,Chemical Engineering Bldg 005,Graduate Seminar,,Open,0,60,0
16069,CHE,7995,2,IND,12-Jan,Gary Koenig,TBA,TBA,Supervised Project Research,,Open,0,30,0
15563,CHE,8897,1,IND,12-Jan,Matthew Lazzara,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15088,CHE,8998,1,IND,12-Jan,Giorgio Carta,TBA,TBA,Master's Research,,Open,0,30,0
15400,CHE,8998,2,IND,12-Jan,Robert Davis,TBA,TBA,Master's Research,,Open,0,30,0
15401,CHE,8998,3,IND,12-Jan,Joshua Choi,TBA,TBA,Master's Research,,Open,0,30,0
15402,CHE,8998,4,IND,12-Jan,Roseanne Ford,TBA,TBA,Master's Research,,Open,0,30,0
15403,CHE,8998,5,IND,12-Jan,David Green,TBA,TBA,Master's Research,,Open,0,30,0
15692,CHE,8998,6,IND,12-Jan,Kyle Lampe,TBA,TBA,Master's Research,,Open,0,30,0
15404,CHE,8998,7,IND,12-Jan,Geoffrey Geise,TBA,TBA,Master's Research,,Open,0,30,0
15541,CHE,8998,8,IND,12-Jan,Gary Koenig,TBA,TBA,Master's Research,,Open,0,30,0
15405,CHE,8998,9,IND,12-Jan,Gaurav Giri,TBA,TBA,Master's Research,,Open,0,30,0
15406,CHE,8998,10,IND,12-Jan,Donald Griffin,TBA,TBA,Master's Research,,Open,0,30,0
15882,CHE,8998,11,IND,12-Jan,Steven Caliari,TBA,TBA,Master's Research,,Open,0,30,0
15883,CHE,8998,12,IND,12-Jan,William Epling,TBA,TBA,Master's Research,,Open,0,30,0
15884,CHE,8998,13,IND,12-Jan,Matthew Lazzara,TBA,TBA,Master's Research,,Open,0,30,0
16028,CHE,8998,14,IND,12-Jan,Bryan Berger,TBA,TBA,Master's Research,,Open,0,30,0
16298,CHE,8998,15,IND,12-Jan,Chris Paolucci,TBA,TBA,Master's Research,,Open,0,30,0
16299,CHE,8998,16,IND,12-Jan,Rachel Letteri,TBA,TBA,Master's Research,,Open,0,30,0
15562,CHE,9897,1,IND,12-Jan,Matthew Lazzara,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15409,CHE,9999,1,IND,12-Jan,Roseanne Ford,TBA,TBA,Dissertation Research,,Open,0,30,0
15407,CHE,9999,2,IND,12-Jan,Giorgio Carta,TBA,TBA,Dissertation Research,,Open,0,30,0
15408,CHE,9999,3,IND,12-Jan,Robert Davis,TBA,TBA,Dissertation Research,,Open,0,30,0
15594,CHE,9999,4,IND,12-Jan,Kyle Lampe,TBA,TBA,Dissertation Research,,Open,0,30,0
15693,CHE,9999,5,IND,12-Jan,Joshua Choi,TBA,TBA,Dissertation Research,,Open,0,30,0
15410,CHE,9999,6,IND,12-Jan,David Green,TBA,TBA,Dissertation Research,,Open,0,30,0
15694,CHE,9999,7,IND,12-Jan,Geoffrey Geise,TBA,TBA,Dissertation Research,,Open,0,30,0
15411,CHE,9999,8,IND,12-Jan,Gaurav Giri,TBA,TBA,Dissertation Research,,Open,2,30,0
15412,CHE,9999,9,IND,12-Jan,Donald Griffin,TBA,TBA,Dissertation Research,,Open,0,30,0
15413,CHE,9999,10,IND,12-Jan,Bryan Berger,TBA,TBA,Dissertation Research,,Open,0,30,0
15542,CHE,9999,11,IND,12-Jan,Gary Koenig,TBA,TBA,Dissertation Research,,Open,0,30,0
15885,CHE,9999,12,IND,12-Jan,Steven Caliari,TBA,TBA,Dissertation Research,,Open,0,30,0
15886,CHE,9999,13,IND,12-Jan,William Epling,TBA,TBA,Dissertation Research,,Open,0,30,0
15887,CHE,9999,14,IND,12-Jan,Matthew Lazzara,TBA,TBA,Dissertation Research,,Open,0,30,0
16147,CHE,9999,15,IND,12-Jan,Rachel Letteri,TBA,TBA,Dissertation Research,,Open,0,30,0
16148,CHE,9999,16,IND,12-Jan,Chris Paolucci,TBA,TBA,Dissertation Research,,Open,0,30,0
16307,CHE,9999,17,IND,12-Jan,Chris Highley,TBA,TBA,Dissertation Research,,Open,0,30,0
16308,CHE,9999,18,IND,12-Jan,Liheng Cai,TBA,TBA,Dissertation Research,,Open,0,30,0
11629,CHEM,1400,1,Lecture,3,Jennifer Maeng,TuTh 12:30pm - 1:45pm,Physics Bldg 218,Foundations of Chemical Principles,,Open,0,30,0
